,ProjectID,ProjectTitle,ProjectDescription,TotalCost,CountyNames,CT_Codes,ProjectStatusCodes,City,CityCode,County,CountyCode,Lon_Centroid,Lat_Centroid
2075,'0819000099,Safety Improvements in Twentynine Palms,"Safety Improvements in Twentynine Palms, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5448009).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2076,'0814000154,Preliminary Engineering Projects in Twentynine Palms,"Preliminary Engineering Projects in Twentynine Palms, part of the National Highway Performance Program (NHPP). (Federal Project ID: NBIL533).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2077,'5380026,Bridge Rehabilitation in Victorville,"Bridge Rehabilitation in Victorville, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5380026).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2078,'0819000055,Safety Improvements in Victorville,"Safety Improvements in Victorville, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5380038).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2079,'0819000051,Upgrade Traffic Signals in Victorville,"Upgrade Traffic Signals in Victorville, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5380037).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2080,'0823000054,Safety Improvements in Fontana,"Safety Improvements in Fontana, part of the Transportation Alternatives. (Federal Project ID: 5307034).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2081,'0818000071,New Construction Roadway in Fontana,"New Construction Roadway in Fontana, part of the Transportation Alternatives. (Federal Project ID: 5307027).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2082,'0813000018,Replace Bridge in Barstow,"Replace Bridge in Barstow, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5298030).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2083,'0819000086,Replace Bridge in Needles,"Replace Bridge in Needles, part of the Bridge Formula Program. (Federal Project ID: 5220007).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2084,'0818800003,Construct Raised Median in Rialto,"Construct Raised Median in Rialto, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5205027).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2085,'0820000098,Install Pedestrian Safety Improvements in Redlands,"Install Pedestrian Safety Improvements in Redlands, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5083024).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2086,'0817000147,Install Signals in Redlands,"Install Signals in Redlands, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5083020).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2087,'0812000141,Replace Overhead in Colton,"Replace Overhead in Colton, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5065024).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2088,'0819000060,Upgrade Traffic Signals in San Bernardino,"Upgrade Traffic Signals in San Bernardino, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5033056).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2089,'0819000059,Signals in San Bernardino,"Signals in San Bernardino, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5033057).",,San Bernardino,|08|,,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2090,'ATP1-08-196S,San Bernardino Association of Governments Metrolink Station Accessibility Improvement Project (ATP Cycle 1),"The projects  are located along six existing Metrolink transit stations in the cities of: 1.  Montclair; 2. Upland; 3. Rancho Cucamonga; 4. Fontana; 5. Rialto; and 6. San Bernardino in on the San Bernardino Line, in San Bernardino County.  The project goal is to improve access to transit for cyclists and pedestrians.",4679000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2091,'0000201611,Redlands Passenger Rail Project 2016:11,Construct new Rail System linking San Bernardino and the University of Redlands,265282451.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2092,'ATP1-08-204M,Rim of the World Active Transportation Program (ATP Cycle 1),"Rim of the World Active Transportation Pedestrian, Bicycle, and Equestrian Master Plan.",285000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2093,'ATP1-08-201M,SANBAG Points of Interest Pedestrian Plan (ATP Cycle 1),"Develop a list of priority points of interest most in need of a pedestrian plan, create a pedestrian plan for those priority points of interest, and incorporate the Priority Points of Interest Plan into SANBAG's currently maintained  Non-Motorized Transportation Plan.",400000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2094,'ATP1-08-195S,San Bernardino Association of Government Safe Routes to School Plan (ATP Cycle 1),SANBAG will develop a student travel data collection strategy and incorporate priority Safe Routes to School projects into the existing SANDAG maintained Non-Motorized Transportation Plan NMTP.  The Safe Routes to School Plan will inventory needed infrastructure improvements for approximately ten percent 10% of San Bernardino County's schools.,400000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2095,'ATP6-08-158M,San Bernardino Valley Safe Routes to School Plan (Unincorporated Schools),"Develop a Safe Routes to School Plan to create strategic, prioritized recommendations for safer walking and biking infrastructure around the 21 identified schools.",500000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2096,'ATP6-08-155M,Bloomington Area Schools Pedestrian Safety Improvements,"Installation of high visibility ladder-style crosswalks, ADA-compliant driveway, sidewalk, Rapid Rectangular Flashing Beacons (RRFB) and speed feedback signage in Bloomington area.",3383000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2097,'ATP5-08-134M,Santa Ana River Trail - Phase III (ATP Cycle 5),"Construct a Class I Bike Trail to include concrete/asphalt paving, retaining walls, access ramps, slope protection, fencing, signing and striping, culverts, and steel bridge.",6880000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2098,'ATP1-08-210M,City of Chino Hills - Los Serranos Safe Routes to School Sidewalk Project (ATP Cycle 1),Comprehensive sidewalk project to install sidewalks in the Los Serranos Neighborhood.,1732000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2099,'ATP3-08-086M,Onaga Trail Pedestrian Improvements (ATP Cycle 3),"Construction of sidewalks, curb and gutter, handicapped ramps, and driveway approaches.",971000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2100,'ATP3-08-021S,Little League Drive Pedestrian Improvements (ATP Cycle 3),"Construct sidewalk, ADA ramps and driveways, crosswalk, signs and a cul-de-sac 450 feet east of Palm Ave. with striping and bollards at the intersection of Little League and Palm Ave.",779000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2101,'ATP2-08-095S,Yucca Valley Elementary School Sidewalks (ATP Cycle 2),"Scope of work includes constructing curb, gutter, sidewalk, and handicap Ramps on Pueblo Trail.",1026000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2102,'ATP6-08-127M,15th Street (Avenue D to Yucaipa Blvd),"Installation of curb and gutter, sidewalk, drive approaches, drainage improvements (catch basins), and removal of handicap access barriers.",320000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2103,'ATP1-08-197S,Safe Routes to Calimesa and Wildwood Elementary Schools (ATP Cycle 1),"In the City of Yucaipa at two locations: 1. County Line Road from 3rd St. to California St. and 2. Avenue H from 3rd St to Holmes St.  Both locations include curb, gutter and sidewalks.  County Line Road also includes bike lanes.",1027000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2104,'LSR-0822-7316,San Bernardino County Central Road and Other Roads Chip Seal and Overlay Project.,"This project will include: Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",824000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2105,'ATP6-08-149M,"Powhatan Road Complete Streets, Apple Valley",Infill sidewalk gaps; install curb and gutter; Signage and striping; New ADA ramps; Install high visibility crosswalks; ADA compliant driveway approaches; Class III Bikeway.,1735000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2106,'ATP1-08-199M,Apple Valley: Mojave Riverwalk South (ATP Cycle 1),"Constructing a 12' wide Class I bikeway, trailhead facility construction north and south terminus, signage, and striping installation on the 2.76 mile multi use trail along the Mojave River. On September 26, 2016, the CTC approved extending the trail by .56 miles.",963000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2107,'ATP1-08-191S,Apple Valley Safe Routes to Schools (ATP Cycle 1),"In Apple Valley on Yucca Loma Road between Kasanka Trail Mojave River on the west and Apple Valley Road on the east.  Sidewalks on the north side and a paved, multi-use trail on the south side of Yucca Loma Road, a signal and intersection improvements at Havasu Road and Cochise road at Yucca Loma road, and modifying the signal and restriping the crosswalk at Apple Valley Road.  Improvements include pedestrian, school, and bike signage for Rio Vista School.",1095000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2108,'ATP3-08-085M,City Creek and Alabama Street Bikeways (ATP Cycle 3),"Design and construction of Class I and Class II bikeways, freeway under crossing, and  other bikeway and walkway enhancements including way-finding signs, bicycle parking facilities, in roadway bicycle detection systems, bikeway and walkway lights, pedestrian signal countdown heads, user rest area, crosswalks and curb ramps.",3965000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2109,'ATP6-08-123M,Sullivan Road/Hatch Road Side Path/Bicycle Lanes,Construct 2.1 mile of paved shoulders to provide Class II bike lanes and a pedestrian walking area.,3480000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2110,'LSR-0822-4150,Year 2021/2022 Pavement Rehabilitation,"This project will include: Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",260000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2111,'ATP2-08-172M,Active Transportation Program Planning (ATP Cycle 2),A plan to create  connectivity for non-motorized transportation.,295000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2112,'LSR-0822-5517,"Mojave Dr. Improvement Project, I-15 Southbound Ramps to El Evado Rd.","This project will include: Pavement Rehab/Repair (Existing),Pavement Improvement (New),Paving and/or Striping Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing) | Project scope includes pavement reconstruction, asphalt overlays, slurry seals and access ramp upgrades.",1585000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2113,'ATP2-08-184M,Mojave Riverwalk Shared-Use Bicycle Facility (ATP Cycle 2),"A 11.1-mile shared-use path consists of Class I, II and III bikeways and pedestrian improvements.",4700000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2114,'ATP1-08-212M,City of Victorville - Interagency Safe Routes to School Projects (ATP Cycle 1),Project provides immediate infrastructure needs for multi-modal links between suggested school pedestrian routes.,4097000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2115,'LSR-0822-4705,Monte Vista Avenue Street Rehabilitation (Design Only),"This project will include: Project Scope Development,Document Preparation,Cost Estimating | Design services only.  The project will repair curb, gutter and sidewalk, upgrade traffic signal equipment, resurface the pavement, and stripe the street.",2200000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2116,'ATP6-08-135M,Foothill Boulevard Active Transportation Improvement,"ROW and construction of buffered bike lanes, ADA-compliant sidewalks, curbs and gutters; 13 ramps; lighting; landscaping; one traffic signal; and signing and striping.",9971000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2117,'ATP1-08-211M,City of Fontana - Safe Routes to Schools Project (ATP Cycle 1),"Install 2.2 miles of sidewalk and bicycle infrastructure, where none currently exist.",1624000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2118,'LSR-0822-3629,Irwin Road Pavement Preservation,This project will include: Pavement Rehab/Repair (Existing) | Pavement Preservation,42000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2119,'LSR-0822-3627,Pavement Preservation Project,This project will include: Placement of pavement preservation techniques on existing roadways.,500000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2120,'ATP5-08-129M,"Pedestrian, Bicycle, and Safe Routes to Schools Corridors (SR2S), Barstow (ATP Cycle 5)","Reduces stresses along corridors adjacent to eight schools through the implementation of safety improvements, speed-reduction measures and bike/pedestrian infrastructure.",6902000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2121,'ATP1-08-209M,City of Barstow's Active Transportation Plan (ATP Cycle 1),Increase bicycle and pedestrian access.  Increased travel by cycling and walking.  Routine accommodation in transportation and land use planning improved bicycle and pedestrain safety.,300000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2122,'LSR-0822-4760,Shore Street paving rehabilitation,This project will include: Right of Way,0.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2123,'LSR-0822-4759,Five Mile Road Rehabilitation Project,"This project will include: Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety) | Remove & Replace | Removed project in Expenditure Report 17/18(no longer RMRA funded). Intended to use FY 19/20 RMRA funds.",0.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2124,'LSR-0822-4758,River Road Shore Street to Jack Smith Park entrance rehabilitation project,This project will include: Crack seal and slurry,0.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2125,'ATP6-08-213M,City of Needles Schools and Seniors Sidewalk Project,"Sidewalk gap connection project for school and senior safety. Funding request includes pre-construction and construction funds for curb, gutter, sidewalk, and curb ramps.",1658000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2126,'ATP2-08-176M,"In-Fill Sidewalks, Curbs and Gutters Improvement Project (ATP Cycle 2)",In fill Sidewalk repair and replacement and curb and gutter repair and replacement.,484000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2127,'LSR-0822-5034,2020/2021 Street Overlay & Reconstruction Project,"This project will include: Document Preparation,Bicycle Lane (New),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Installation (New Safety),Bicycle Lane Rehab/Repair (Existing),Preliminary Design,Sidewalk and/or Crosswalk Installation (New),Project Scope Development,Storm Drain/Culvert Installation (New),Environmental Study/Documents,ADA Curb Ramp Installation (New),Paving and/or Striping Rehab/Repair (Existing Safety),Storm Drain and/or Culvert Rehab/Repair (Existing),Pavement Improvement (New),Paving and/or Striping Installation (New Safety),Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),Cost Estimating,Pavement Rehab/Repair (Existing)",24000000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2128,'LSR-0822-5028,Annual Street Overlay Project,"This project will include: Cost Estimating,Document Preparation,ADA Curb Ramp Rehab/Repair (Existing),Sidewalk and/or Crosswalk Installation (New) | Pavement rehabilitation: Cold Milling and Asphalt Concrete Surface Course, Full Depth AC removal and re-construction, Full Depth Reclamation including in-place pulverization and mixing of the existing pavement to create a stabilized base, Cold In-Place Recycling of existing pavement, followed by construction of an AC Surface Course. | Addition of new and/or repair/upgrade of curbs and gutters, cross gutters, catch basins, and culverts.    Addition of and/or repair/upgrade of ADA curb ramps; and addition of new sidewalks and/or repair/replacement of damaged sidewalks. Replacing/Upgrading traffic striping and pavement markings.",2900000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2129,'ATP6-08-134M,Rialto Pacific Electric Trail Extension,"Extends the PE Trail, a regional multi-use trail, with a Class I multi-use trail along a rail-to-trail corridor through the City of Rialto.",7822000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2130,'ATP2-08-092S,Etiwanda Corridor Improvements (ATP Cycle 2),"Install bike lanes, bicycle detection, ADA compliant pedestrian push buttons, high visibility crosswalks, rapid rectangular flashing beacons, new sidewalk, repaint existing crosswalks, and upgrade existing curb ramps.",850000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2131,'ATP1-08-194S,City of Rialto Safe Routes to School Program (ATP Cycle 1),"The City of Rialto Unified School District Safe Route to School  program that promotes the 5E's Engineering, Education, Encouragement, Enforcement and Evaluation for  all 29 schools.  The objective is to encourage safe walking and bicycling to school; reduce GHG emission and improve health and well being of the community.",1450000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2132,'ATP6-08-108M,City of Upland Mobility Master Plan,"A Mobility Master Plan will be prepared that evaluates existing conditions, closes critical gaps in pedestrian, bicycle and transit infrastructure, and prioritizes ATP projects.",,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2133,'LSR-0822-4819,ATP Cycle 4 (Construction Match Costs),This project will include: Maintenance Program Plan Development,11353727.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2134,'ATP2-08-177M,Safe Routes to School Infrastructure Improvement Project- El Camino Elementary School (ATP Cycle 2),"Construct two intersection chokers with Rectangular Rapid Flashing Beacons RRFB, raised median with RRFB, detectable warning surfaces, handicap ramps, striping, and ADA compliant driveways.",400000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2135,'ATP1-08-193S,Safe Routes to School Active Transportation at Four Elementary Schools (ATP Cycle 1),"In the City of Ontario targeting four local elementary schools.  Construct missing sidewalks, curb and gutter, street paving and acquiring right of way at two locations near each school.",1164000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2136,'ATP3A-08-087M,East Valley Corridor Bike Route Interconnect Project (ATP Cycle 3A),"Installation of a class I bikeway across the Santa Ana River connecting to Highland and San Bernardino. Installation of Class IV Cycletrack on San Bernardino Avenue connecting DAC to extended destinations, existing trails and SART. Installation of Class II lanes along Alabama Street connecting shopping, employment, and SART.",2640000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2137,'LSR-0822-3840,FY 21-22 (SB-1) Pavement Rehabilitation Project,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),Cost Estimating,Project Scope Development,Environmental Study/Documents,Bicycle Lane Rehab/Repair (Existing),Preliminary Design,Active Transportation Plan,Pavement Rehab/Repair (Existing)",1359937.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2138,'ATP1-08-192S,City of Colton - Active Transportation Program Plan (ATP Cycle 1),The City of Colton intends to develop an Active Transportation Plan that will provide a clear and comprehensive framework for safer connectivity of non-motorized transportation options throughout the City.,265000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2139,'ATP2-08-094S,San Bernardino City Sidewalk Gap Closure and Bike Lane Safe Routes to School Project (ATP Cycle 2),"Construct sidewalk, curb and gutter infrastructure, new crosswalk striping, street lights, ADA-accessible curb ramps, and education and encouragement activities within the project limits.",2153000.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2140,'0822000114,Facilities - HM5,Maintain/Repair Maintenance Station,3350000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2141,'0822000056,Pavement - HM1,Maintain/Repair Pavement,4777000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2142,'0821000078,Pavement - HM1,Maintain/Repair Pavement - Asphault Overlay,9000000.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2143,'TEMP-SGR-2023-6507-069,SBCTA Arrow Maintenance Facility (AMF) Upgrade Project,The AMF Upgrade Project will renovate the facility to accommodate the ZEMU vehicles and preventing the release of their H2 fuel.,2505811.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2144,'STA-20230301-0036,San Bernardino County Transportation Authority Fiscal Year 22/23 State Transit Assistance,San Bernardino County Transportation Authority Fiscal Year 22/23 State Transit Assistance,4081607.0,San Bernardino,|08|,|InProgress|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2145,'STA-20220301-0036,San Bernardino County Transportation Authority Fiscal Year 21/22 State Transit Assistance,San Bernardino County Transportation Authority Fiscal Year 21/22 State Transit Assistance,23839096.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2146,'STA-20210301-0036,San Bernardino County Transportation Authority (SBCTA) Fiscal Year 20/21 State Transit Assistance,San Bernardino County Transportation Authority (SBCTA) Fiscal Year 20/21 State Transit Assistance,13779457.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2147,'STA-20200301-0036,San Bernardino County Transportation Authority (SBCTA) Fiscal Year 19/20 State Transit Assistance,San Bernardino County Transportation Authority (SBCTA) Fiscal Year 19/20 State Transit Assistance,22631594.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2148,'STA-20190301-0036,San Bernardino County Transportation Authority (SBCTA) Fiscal Year 18/19 State Transit Assistance,San Bernardino County Transportation Authority (SBCTA) Fiscal Year 18/19 State Transit Assistance,21583296.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2149,'STA-20180301-0036,San Bernardino County Transportation Authority (SBCTA) Fiscal Year 17/18 State Transit Assistance,San Bernardino County Transportation Authority (SBCTA) Fiscal Year 17/18 State Transit Assistance,16005869.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2150,'2019-6507-002,Santa Fe Depot Structural Rehab & Repair,"SBCTA will utilize SGR funds to perform various structural repairs in the east and west wing basements of the San Bernardino Santa Fe Depot and the Masonry Arch of the Harvey House. Update: Project Scope has been revised to include the entire Santa Fe Depot property, not just the west/east wing basements and Masonry Arch of the Harvey House and repairs to outdoor pedestrian crossing utilized by transit passengers, SBCTA employees, and/or SBCTA visitors. Repairs were completed under budget and the $285,885.57 allocation balance will be re-allocated to Omnitrans West Valley Facility project approved FY 21/22 project list submittal.",1022537.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2151,'2019-6507-001,Preventative Maintenance,The City of Needles will use SGR funds to fund preventative maintenance costs.,28822.0,San Bernardino,|08|,|Completed|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2152,'0824000096,"Interstate 10 Corridor Freight and Managed Lane Project: Zero-emission Fueling Infrastructure, WattEV","The Zero-emission Fueling Infrastructure component, WattEV Contract, of the Interstate (I-10) Corridor Freight and Managed Lane Project will install zero-emission (battery-electric) fueling infrastructure at a site on E Street in the City of San Bernardino in San Bernardino County. The overall I-10 Corridor Freight and Managed Lane Project will also provide one managed lane in each direction on Interstate 10 from I-15 in Ontario to Pepper Avenue in Colton, a distance of 22.8 miles, connecting to the I-10 Corridor Contract 1 managed lanes currently under construction. The project will also construct four strategic auxiliary lane and ramp improvements: EB and WB auxiliary lanes between Riverside and Pepper Avenues and auxiliary lanes between EB Cherry Ave and Citrus Ave and EB Sierra Avenue to Cedar Avenue to improve truck mobility and safety. See ""Additional Information"" section for more information.",8000000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2153,'0824000095,"Interstate 10 Corridor Freight and Managed Lane Project: Zero-emission Fueling Infrastructure, Nikola","The Zero-emission Fueling Infrastructure component, Nikola Contract, of the Interstate (I-10) Corridor Freight and Managed Lane Project will install zero-emission (hydrogen) fueling infrastructure at a site in Colton in San Bernardino County, approximately 3 miles south of I-10. The overall I-10 Corridor Freight and Managed Lane Project will also provide one managed lane in each direction on Interstate 10 from I-15 in Ontario to Pepper Avenue in Colton, a distance of 22.8 miles, connecting to the I-10 Corridor Contract 1 managed lanes currently under construction. The project will also construct four strategic auxiliary lane and ramp improvements: EB and WB auxiliary lanes between Riverside and Pepper Avenues and auxiliary lanes between EB Cherry Ave and Citrus Ave and EB Sierra Avenue to Cedar Avenue to improve truck mobility and safety. See ""Additional Information"" section for more information.",19782000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
2154,'0822000167,US 395 - Phase 2 Freight Mobility and Safety Project - Zero-emission,"Location: This project is located on US 395 between SR-18 (Palmdale Rd) and I-15 in the Cities of Hesperia and Victorville.  Description: The project will convert this 7-mile section of state highway between I-15 and SR-18 from 2 lanes to a 4-lane facility with a raised median, turning lanes, eight-foot shoulders, improved pedestrian/bicycle accommodations, and signal upgrades at intersections and will provide a contribution to zero-emission fueling infrastructure for trucks at a site near the US 395/I-15 junction.",5000000.0,San Bernardino,|08|,|Planned|,San Bernardino,SBD,San Bernardino,SBD,-117.2942565,34.13973938
